split,v0,theta_deg,drag,range
0,5.83935924694418915e+01,4.03923067882395586e+01,4.85842129879564787e-03,1.64899605867945212e+02
0,2.25000314722060324e+01,7.56917983987607954e+01,2.59518484440894176e-02,1.24322055926499964e+01
0,3.77379313551890476e+01,1.89712668417689621e+01,4.54646168717871835e-02,2.79155848154287796e+01
0,1.04077216575586657e+01,4.16170741066887402e+01,6.06796912406863190e-02,7.29629806188596142e+00
0,2.83746298925071052e+01,3.85130041640348253e+01,3.40641865577442351e-03,6.64589550247279561e+01
0,3.94832169960268686e+01,3.06467493166596476e+01,5.25365331985336512e-02,2.91624739304320464e+01
0,1.74144865695127109e+01,3.84523134137049993e+01,5.05603676057398213e-02,1.49329414704750985e+01
0,5.43211962225590455e+01,5.69415596952742007e+01,6.33799634425099775e-03,1.16445082056569490e+02
0,3.66296988920572630e+01,2.00273680811940906e+01,3.17870412430533017e-02,3.40176345709931169e+01
0,6.07705756653367217e+01,7.66186106144978538e+01,6.55311110078843490e-02,1.16469934436771361e+01
0,5.57706207747876093e+01,6.21919624089283900e+01,1.35328045933497607e-02,6.80976169310069537e+01
0,4.01858724144184336e+01,2.99694642804799329e+01,6.14008446694600529e-02,2.63899852411603000e+01
1,7.07124353949539426e+01,1.48239449233524549e+01,4.65934901622135945e-03,1.47113063807280639e+02
2,5.42494582250116935e+01,4.50564794077807562e+01,1.14520146327136627e-02,9.56073276678114610e+01
1,6.67192046474409324e+01,6.67134449722047549e+01,1.72614729103646898e-02,5.63110682403936664e+01
0,3.39256306758079091e+01,3.17997762400260875e+01,6.83085070232213598e-02,2.20722892085041806e+01
0,4.80568502767918915e+01,5.41011435989165292e+01,7.57012748766149740e-02,2.07275489503906627e+01
0,2.37407819580327377e+01,3.39495302121064171e+01,3.12609090620509164e-02,2.58432255698095332e+01
0,7.97298833083039540e+01,7.59080642966475097e+01,3.95454466555588552e-02,2.05605620773198190e+01
0,2.70250825014428990e+01,6.63320342968146832e+01,1.65441860295958434e-03,4.95124299602730815e+01
0,2.79807227058971932e+01,6.38336472985098027e+01,3.35743492919956879e-02,2.18164325096544722e+01
1,1.51233050673676175e+01,1.53674922345638247e+01,7.80916290789617357e-02,7.28064081007687758e+00
