split,v0,theta_deg,drag,range
1,1.33207452697897626e+01,1.22543144342743311e+01,3.11943452837950483e-02,6.23856999537754220e+00
1,1.84910271247406612e+01,3.41950156161884138e+01,5.59403642545057075e-02,1.50105909623231728e+01
0,5.22959166593528906e+01,4.11298390644256955e+01,2.03359399935334464e-03,1.97052918868157633e+02
0,2.65623354715382654e+01,4.77127748041324580e+01,5.66844147061218440e-02,1.99214073393867253e+01
0,4.63637247004116375e+01,6.54178462537989134e+01,6.10826017160016194e-02,1.86373437079183653e+01
2,4.71254453593742184e+01,3.81041255214151704e+01,4.97428765647597165e-02,3.35112112949378798e+01
0,3.80646614154094465e+01,5.73550099208077384e+01,7.21272696189042550e-02,1.82488427466171501e+01
1,6.59734791893857562e+01,3.47213244545036162e+01,7.53731558845274902e-02,2.86032254206299363e+01
2,2.41707564593035364e+01,6.50558761543146176e+01,5.64409605238362505e-02,1.36450248484879015e+01
0,6.28495841759929945e+01,4.85749008759615677e+01,3.31444931849810692e-02,4.87211253394937032e+01
1,3.89989843862859544e+01,3.90193894902428440e+01,7.37027322726012488e-03,8.66199062863873195e+01
0,7.32651013967403060e+01,7.45028880382213003e+01,1.24065363786363039e-02,5.37882806416116210e+01
0,2.08150748361350537e+01,6.34878227763464054e+01,1.83578413361227197e-02,2.15337375481371289e+01
0,2.59815301434526660e+01,7.64388922854851245e+01,9.96693740220441077e-03,2.05876548117575524e+01
2,3.29904579725920115e+01,6.28646629707746598e+01,6.16638609892965830e-02,1.67726605116914378e+01
0,2.45747995757468871e+01,4.60690721993957411e+01,5.82221596644283412e-02,1.87032584517618012e+01
0,3.13706270689796014e+01,2.90274289139616641e+01,5.08163299574838148e-02,2.50843272032906235e+01
0,3.68793840907122927e+01,7.09485733261946336e+01,3.29898938260120705e-02,2.12038658366286406e+01
0,6.44089198420696647e+01,7.45028997799496580e+01,3.99527272247124365e-02,2.05093365034169004e+01
0,5.85932789230621296e+01,5.34794782596539022e+01,4.58690332153678312e-02,3.41344365342966256e+01
0,6.48191191304211003e+01,2.05431416714128083e+01,8.09813434236315507e-03,1.22309704388947665e+02
2,4.84971471063803534e+01,6.63263737546273831e+01,3.96673973160326029e-02,2.58890431351625239e+01
0,3.03615474047401861e+01,5.50385590672732690e+01,1.49807289455828573e-02,4.32851484125595434e+01
1,2.00743485060743012e+01,7.54804360956010356e+01,5.85069679430864076e-02,7.37275879827250691e+00
0,7.66165292195032066e+01,2.41181526206093579e+01,7.54511029579846976e-03,1.57067087547372068e+02
0,5.38522787499111431e+01,5.04165987343299236e+01,2.02901306823916709e-02,6.25474580570689014e+01
0,2.46594389470586179e+01,3.85949702907856533e+01,4.54672644227786665e-02,2.23771697246229770e+01
0,3.14915121789278381e+01,3.46894231446143735e+01,1.99779443118153661e-02,4.33819460584939094e+01
0,4.99775476819161071e+01,5.07180274642178119e+01,1.38239280358840597e-04,2.41974024211822069e+02
0,4.24950733805358638e+01,6.97054675672701904e+01,3.22264651622974629e-02,2.48254671527131698e+01
1,1.31078790163215686e+01,2.27999712530149914e+01,7.73855264121886821e-02,7.55535742913905661e+00
0,3.16098902088291887e+01,6.98402610030634037e+01,3.49368372038712030e-02,1.91947991564071003e+01
0,4.99070715012881863e+01,3.85178488798388372e+01,7.91641116772046349e-02,2.40307618226271877e+01
0,6.67977818495582483e+01,5.43715691879533054e+01,7.19981908955256295e-02,2.43803543713734037e+01
1,2.34663229844489400e+01,4.28524454867460278e+01,4.28675729070889938e-02,2.18736694562779554e+01
0,2.65404424047407623e+01,2.75515391539294257e+01,5.10889465016632280e-02,2.14675854403126181e+01
0,3.94824078227816528e+01,4.34868695256128746e+01,4.73154670099485211e-02,3.04467538031726370e+01
0,3.03698857540764848e+01,4.83332469723981077e+01,8.48084869411167182e-03,5.85065848907814825e+01
2,6.82029676742304645e+01,4.98531073547849246e+01,5.52248777479147079e-02,3.29889083479177216e+01
1,4.87437991228552789e+01,1.89947885924418500e+01,7.08126133486318976e-02,2.48134664232260036e+01
0,2.52307143652955332e+01,2.89196484520564994e+01,6.47393139726559902e-02,1.81001957185985631e+01
0,4.43473036744872076e+01,6.76540399319914343e+01,5.21163401749972777e-02,1.91977487392253430e+01
0,4.63930171439472616e+01,3.07368451504927727e+01,3.00299743382576624e-02,4.74604804894188348e+01
1,2.87000623385832050e+01,6.40230301106334139e+01,5.43321801564856516e-02,1.62926611182986818e+01
0,5.18564061726316723e+01,3.42594226509256288e+01,6.88516643131692613e-02,2.77857172802157706e+01
0,6.40311031689384293e+01,3.93701522299569149e+01,2.99596439890583190e-02,5.73923458440631080e+01
0,2.51546157382318185e+01,4.80834364976751445e+01,2.13013776005692435e-02,3.23194504242294940e+01
1,3.09960449601321031e+01,7.06008607461037059e+01,7.85014831469733471e-02,1.04408231592355278e+01
0,2.07345580229671569e+01,7.12692259396859242e+01,4.86870705356598488e-02,1.04807757662206793e+01
0,3.23675737800863033e+01,4.18770380364716459e+01,3.17476360771372715e-02,3.45976061855451391e+01
1,6.47459525878029041e+01,6.77317047393842699e+01,3.70338668440939600e-02,2.97218488141435166e+01
2,6.21403371948938030e+01,6.26634947875043409e+01,5.58073117540916000e-02,2.45048390726011291e+01
0,7.47427750648808740e+01,2.09676690657783134e+01,2.01049119243149575e-02,8.07240813666230110e+01
0,3.72151430110274646e+01,4.41105674311712121e+01,4.01276349989808170e-02,3.27054195388935298e+01
0,1.68999291740094471e+01,7.64144918785198968e+01,3.99764390482349463e-02,7.09925901213916966e+00
1,2.17281336677792254e+01,1.31590290277072377e+01,2.53960694810686678e-02,1.54611513834850065e+01
2,4.59624507534592510e+01,4.88581979272221218e+01,3.56092533347917781e-02,3.89148746486516544e+01
2,1.77403431453571017e+01,5.96090437277282561e+01,5.09233723006936867e-02,1.25949471508954307e+01
0,5.91041175211444738e+01,1.39463040554795903e+01,9.09023272680942185e-04,1.50286151734836466e+02
2,3.11121328153080299e+01,3.18656386693402780e+01,7.04794088372945188e-02,2.03882749312830853e+01
1,4.33305807346646432e+01,1.73729120991350285e+01,1.21850804477666060e-02,6.02258800625986552e+01
0,3.88874241119114430e+01,4.28536756204081826e+01,3.06044500328246198e-02,4.06516462213824212e+01
1,3.61409411523157331e+01,3.96943230816337831e+01,7.75342948613642335e-02,2.06587557779738589e+01
0,6.87250962696628562e+01,7.50165931829930912e+01,2.73616018283836387e-02,2.77346778096416280e+01
0,1.27501564166312509e+01,2.02264170437231421e+01,1.59311389889833059e-02,9.40046299902219573e+00
1,7.14434266188688554e+01,2.96569484438951001e+01,6.87253230001121096e-02,3.22368562807091692e+01
1,1.64123199956219032e+01,7.42923378112230353e+01,4.31719651034985566e-02,7.55020134436893997e+00
2,1.86794607606470642e+01,7.60774694826447586e+01,1.79127254418104537e-02,1.11200590761851981e+01
2,2.36797304975897944e+01,6.03851121480626176e+01,5.08754788350134698e-02,1.61317284667194620e+01
0,7.01600028649136789e+01,4.36476358440346246e+01,4.01024343299622305e-02,4.64527739900865839e+01
0,7.84891303709838439e+01,3.44622448402017483e+01,4.63249717343774681e-02,4.58943693919651494e+01
0,2.11596892374375791e+01,3.00445576681247140e+01,1.90552692530055433e-02,2.61879996278113865e+01
0,4.82301461197166859e+01,1.03949321315668559e+01,5.09354463950959860e-02,2.54111216561294171e+01
0,5.16006249258291092e+01,3.04023025515883916e+01,6.70027035224067674e-02,2.84250089846093346e+01
1,2.36642616928448248e+01,1.25066853977308448e+01,3.57800110304808544e-02,1.53137070513932336e+01
0,6.08146844719303772e+01,2.97570458203546586e+01,2.65764837869277674e-02,6.16291294169725816e+01
2,4.21831627072767645e+01,5.85212590583147190e+01,4.32028071236024158e-02,2.76788547396667823e+01
0,2.70147549235590105e+01,3.63457289248480180e+01,6.69523997327846482e-02,1.91293567137733866e+01
0,2.70628387896592386e+01,2.86211090713032021e+01,2.01428680103191496e-03,5.72490033327282788e+01
2,5.37544849936205793e+01,1.30518139628377572e+01,1.62897224694699624e-02,5.84203181520457235e+01
1,1.24433458620954180e+01,2.46561929814178313e+01,2.50617060855983266e-02,9.73734680057918034e+00
0,6.69622278665615056e+01,7.16118983980999815e+01,7.46571789635904065e-02,1.42404291206741256e+01
0,6.61545791911583194e+01,1.87518262796870161e+01,3.19837163244038880e-02,5.27264799810969649e+01
0,4.82367689499381029e+01,1.98540491139368811e+01,2.29419341393581888e-02,5.22650362033121141e+01
1,1.18004707472089425e+01,2.57064119255300163e+01,4.53507496991429962e-02,8.12170144115902737e+00
0,5.87492202831888548e+01,7.98603155562290397e+01,7.51820235845989115e-02,7.91777756277738121e+00
0,3.63254683456418377e+01,1.05891736636485518e+01,7.04993296957253518e-02,1.65457598193155668e+01
0,1.47798657250297403e+01,1.98149296160721846e+01,7.88139807639978013e-02,8.15174648654357625e+00
0,3.18559238118649120e+01,1.82141670436715728e+01,5.01621896918690788e-02,2.24169018128487245e+01
0,3.76142969696802183e+01,3.36773349901842352e+01,6.29136905598318280e-02,2.50026951581479722e+01
0,1.85863206223206134e+01,5.11289780896153800e+01,6.90882598445227425e-02,1.27481981596695295e+01
0,7.63264533974172110e+01,2.35983541459300952e+01,2.77640589581776356e-02,6.65803099749413576e+01
0,3.98229021085139152e+01,3.65957695629621185e+01,3.34147391234348931e-02,3.98859679176296353e+01
2,6.67019787619565108e+01,5.98953153316838112e+01,2.95535909990706364e-02,4.51997300030927036e+01
1,5.18282165253523246e+01,5.26781734932095702e+01,9.20009578746856967e-03,9.70947382040410787e+01
0,3.67189386080122588e+01,1.89528188166081861e+01,1.53138929921583684e-02,4.69869932464831095e+01
2,4.58849698844027074e+01,4.91862094810387802e+01,3.18788281416874791e-02,4.19019653880501295e+01
0,4.54278159138792574e+01,3.66310699246318023e+01,1.70811401733085878e-02,6.69310819705479076e+01
1,3.65227552585100312e+01,1.22941255540249550e+01,1.83037345220142826e-04,5.54713078940264239e+01
0,1.79039806378918200e+01,3.36054165729507375e+01,6.73645551136272391e-02,1.32064484240765747e+01
0,6.85394496891038614e+01,5.31243708852858703e+01,2.92993357593068120e-03,2.28164497155037026e+02
1,4.52116687974512601e+01,1.48050543462877808e+01,5.69645940792808045e-02,2.56478905938829058e+01
0,4.53283026193984355e+01,2.86255733893896647e+01,7.63519737049197372e-02,2.39963527310836078e+01
0,4.15355886890908295e+01,3.53527128646287210e+01,6.78223705163683854e-02,2.50277592060664347e+01
0,3.93829086199213165e+01,2.07680877052712063e+01,7.18318276791952010e-02,2.19548767796111584e+01
0,7.41901423383143879e+01,3.52560863339109289e+01,6.64767642520478624e-02,3.31775367306388347e+01
0,7.46364436399944537e+01,4.35221883433156762e+01,4.77947246241629473e-02,4.13946435522658831e+01
0,6.17344616423890429e+01,6.66759839998331927e+01,7.72969913997106073e-02,1.64106981897003834e+01
0,1.32988871280097705e+01,2.29776618032949997e+01,7.19788122231836969e-02,7.93403613794124052e+00
2,3.69461856296367159e+01,3.94102999377360561e+01,2.32323803071481545e-02,4.68084347042638953e+01
0,5.80928209757334457e+01,4.69805644432745950e+01,8.78540189283698141e-03,1.16698354719164982e+02
0,4.86292005796137872e+01,4.48315929139980298e+01,3.33638085059246581e-02,4.38309863936384545e+01
0,6.68229648493548325e+01,3.13393906503498307e+01,2.83062221749179714e-02,6.24460488617050018e+01
0,2.99904167474163330e+01,7.84762789480133307e+01,2.80773289259498710e-02,1.29293065460691974e+01
0,7.02284783584169787e+01,6.10928646850040522e+01,2.75525399074607602e-02,4.75179805184079669e+01
0,3.13627148553585045e+01,2.19283291797050950e+01,6.24027931368922525e-02,2.06902099774011781e+01
0,4.23965277919134422e+01,4.94788306281699022e+01,6.54433538820511224e-02,2.35023167569110036e+01
0,2.79918253215877861e+01,6.59911521812763908e+01,3.14838687621351032e-02,2.12844553751040344e+01
0,6.15078849783600958e+01,2.39759998863657344e+01,6.84017746015896794e-02,2.99838469385640103e+01
0,2.08353593772783228e+01,3.33877630216049326e+01,4.21161502878905011e-02,1.94505409496346680e+01
2,6.58006486855356059e+01,2.16454210400980287e+01,6.86785931705670150e-02,3.04546469501748263e+01
1,5.84679005153905322e+01,7.92707836601172033e+01,1.06558335487501668e-02,3.70352273148487470e+01
0,2.34042686641689066e+01,5.18080160045204750e+01,5.59957253901164215e-02,1.74138886568599212e+01
0,6.31798918328553185e+01,2.47152246216240314e+01,7.03568046882341452e-02,2.97769112180712057e+01
1,1.52821087548717394e+01,4.72355511213091148e+01,6.69588988586340278e-02,1.10874373649386140e+01
0,4.01310442328615267e+01,1.45941030197597428e+01,4.11849546195842131e-02,2.82957675359743135e+01
0,6.70640391743832254e+01,2.43507372990688040e+01,7.22198221533745383e-02,2.98997303563268808e+01
0,2.80636899753126201e+01,1.33692042617703191e+01,2.64042404965103995e-03,3.34127450460609552e+01
2,5.24893368678224519e+01,4.15874915574516706e+01,2.55310202645188250e-02,5.67101712199355958e+01
0,4.45080946547309821e+01,3.14352545303916742e+01,7.77443591546546353e-02,2.35138348994993791e+01
0,1.00644096127854432e+01,1.11200554982809763e+01,5.93653375958523664e-03,3.64770118944700350e+00
0,3.96189308860996334e+01,2.15283180453268983e+01,4.49009851398405810e-02,3.03974524766291587e+01
0,7.97017016061963659e+01,4.90614288192174470e+01,3.22906532896978307e-02,5.50543329390293721e+01
0,1.36759376535566908e+01,3.36877069899160944e+01,6.96174618135643603e-02,9.63771091863368845e+00
0,2.20361805342967898e+01,5.04780689472663369e+01,5.98943994445233704e-02,1.61619454564791596e+01
0,1.12524646850007706e+01,5.78126682630137694e+01,2.72879020485676284e-02,8.94473507492807052e+00
0,4.72040970236869555e+01,7.64120307757195292e+01,1.79777286483072708e-02,2.80872547568488109e+01
0,2.86523813307145723e+01,3.08800871349215278e+01,7.17232569180019375e-02,1.89576907986788115e+01
0,1.33175065169846683e+01,3.48859004407456155e+01,2.75483251699493101e-02,1.26165510509160335e+01
0,1.65430775770663132e+01,3.36741540149734959e+01,4.95064532878548291e-02,1.39448067251073677e+01
0,1.55209816330000496e+01,6.27553865065275218e+01,1.25204014718360412e-02,1.58650611180812167e+01
0,5.69984792436385561e+01,7.74507923520678503e+01,7.83435718904186562e-02,9.22664655599151295e+00
0,1.87385766722507086e+01,7.51884818500179222e+01,2.75255081749624340e-02,1.01253146228546989e+01
2,7.70823690964502646e+01,7.74577309152942206e+01,5.91368468380261848e-03,7.62364595916826602e+01
0,4.51775908787875764e+01,6.69473699573131285e+01,7.88736028875913625e-02,1.42584733470164231e+01
0,3.14072260050120953e+01,1.62463473087565973e+01,1.92012003174090395e-03,4.99057143324700050e+01
0,7.32904230688405960e+01,3.12604757396324295e+01,2.50848810682107633e-02,7.18592525020735309e+01
2,6.48298324373622137e+01,5.71554839878618779e+01,4.42231403345062918e-02,3.43345412061858752e+01
0,3.42852919458271543e+01,3.49903171771663892e+01,7.99421556106486159e-02,1.98820201357563953e+01
0,5.10097465725602532e+01,1.48869495229228406e+01,3.84987973361358400e-03,9.87110377942887993e+01
0,5.40847433962574513e+01,1.39956114942985721e+01,6.43179437894420281e-02,2.61606166322095213e+01
0,7.55699693365326368e+01,5.51866123568607918e+01,7.31249274289214879e-02,2.46772164419793789e+01
0,7.75008841001472035e+01,5.67603610578502042e+01,6.04970263791692817e-02,2.84331480039682951e+01
2,6.12128456521125131e+01,4.57866145867531316e+01,5.15341677288508396e-02,3.50748686248600308e+01
1,2.10062094342934103e+01,2.15385214605255229e+01,7.67727957282951234e-02,1.27522572447223279e+01
0,5.16737978110654623e+01,2.46795662869741861e+01,5.84758452252651731e-02,3.10339536128528657e+01
0,1.56618075654009044e+01,3.26031138522385504e+01,3.92511961389186148e-02,1.40967988495696375e+01
2,4.01629136278783818e+01,2.27775360224312351e+01,6.22575577625350124e-02,2.50785830951847721e+01
0,6.31006921331506092e+01,2.94289306148545364e+01,8.22495059596901651e-04,2.89835698933649383e+02
0,6.74445381987963231e+01,2.47176187745417515e+01,3.35394943743657428e-02,5.43888443130282155e+01
0,3.52643631306857372e+01,3.32941707039576897e+01,5.66954668177563348e-02,2.57868894448694732e+01
0,2.98247381932697913e+01,7.22741012707179777e+01,7.37858941515128213e-04,4.97155611909194945e+01
2,6.06938206853225779e+01,4.06318956985317072e+01,1.98552641213311266e-02,7.43914838362908739e+01
2,7.36920743774687423e+01,4.16744961351381988e+01,6.29443407013666537e-03,1.78664815756641076e+02
0,6.79634270847783313e+01,2.80158550450402615e+01,5.20039803322192296e-02,3.95201733726640683e+01
0,5.80967750650168711e+01,6.35586002983901324e+01,3.59610231668453864e-02,3.31379437877863623e+01
0,3.56975170005388236e+01,4.31272280542714128e+01,7.13856104981808598e-02,2.13681169699425801e+01
0,3.23279805022801696e+01,4.47777267456776116e+01,1.60575808961643772e-02,4.93274764797691105e+01
0,6.25046261503469580e+01,5.00835822063512452e+01,4.35362659451988057e-02,3.85029738825852164e+01
1,5.60461428855539197e+01,2.30632469748459954e+01,4.78150490204621234e-02,3.73196751885585130e+01
1,1.10931145053621947e+01,7.82210742539371182e+01,2.81555063644372341e-02,3.89519276394259872e+00
1,4.55673682697912312e+01,2.00655420815460630e+01,5.97461091712820913e-02,2.72394233475200842e+01
1,7.84553381775494501e+01,3.52854385904298056e+01,5.69324071011254873e-02,3.85905593314841227e+01
2,3.05550482744772438e+01,3.89201633427283156e+01,7.13693598709402438e-02,1.98750416369678220e+01
0,7.73930979201354745e+01,3.61535786568399189e+01,1.16208310662381815e-02,1.27497433013114872e+02
0,6.66622785097384423e+01,2.04815216899676145e+01,3.72615667652608298e-02,4.84527649723175742e+01
0,4.86172925307888448e+01,5.95657337333321308e+01,6.50473945768108852e-02,2.11516400560738624e+01
2,2.12830362400382569e+01,4.57818818585526515e+01,2.14610262451185654e-02,2.68146957736295910e+01
2,4.42321231919127342e+01,1.09647201765077913e+01,2.64334561258787668e-02,3.44406353793135338e+01
2,7.67306223619960974e+01,1.14534613606321329e+01,4.61175077418301202e-02,3.88589327697713713e+01
2,1.00219178732044814e+01,1.67923309838140042e+01,2.57501470592316761e-02,4.96488106192096801e+00
0,3.46123565732692384e+01,5.33626976040930145e+01,2.64643303430877816e-02,3.68827029310484917e+01
0,3.43135061181050816e+01,7.79076817505231531e+01,2.34987981986922445e-02,1.67909167207875711e+01
0,6.65163988494540206e+01,5.80198519521570191e+01,4.51921156558814860e-02,3.34834385645999433e+01
0,1.33668720335169624e+01,7.81417592596378654e+01,2.09801087736476606e-02,5.60950644861660397e+00
0,2.73620791237594148e+01,1.31208529998348808e+01,6.51505819913019563e-02,1.45675642570471116e+01
1,7.35435791721288012e+01,3.88113443189904928e+01,6.10421936388186037e-02,3.48511462666814396e+01
1,6.33738026947590569e+01,7.34457120546104818e+01,7.49509488200623963e-02,1.27304849519129704e+01
1,2.97014728327907385e+01,6.33482821642354921e+01,6.85961880641577371e-02,1.44160485367038209e+01
0,6.45755502149892067e+01,2.35034497552570869e+01,6.98821503260372567e-02,3.00847816739675302e+01
0,7.46277114139685693e+01,2.19203086738432660e+01,7.26281028319999133e-02,3.08129595006795221e+01
0,7.81304717708964063e+01,4.77320901805979005e+01,5.17501917353586360e-02,3.76776669991904427e+01
0,7.86515426053295243e+01,3.71122456575621555e+01,3.44639818695431643e-02,5.76250797326625346e+01
2,4.76939386114149002e+01,2.31420067895790531e+01,6.80208155384803559e-02,2.62515793337709304e+01
2,1.76723551820990501e+01,2.04933631055232190e+01,7.48131768216481474e-02,1.05120856563421743e+01
0,4.65535306915129823e+01,6.70602418170846875e+01,3.76471073326128045e-02,2.57295285858937675e+01
1,2.13249722694768558e+01,7.06252710017527647e+01,2.31129950000759261e-02,1.59679671101231140e+01
2,4.78854161841186965e+01,1.73230950814420304e+01,3.43271165723349897e-02,3.90278925902328808e+01
0,1.53876266109167936e+01,2.08988766279969091e+01,3.26848253152996829e-02,1.17226314114275389e+01
0,5.92638085870982323e+01,6.79284434356984406e+01,6.59436083917847304e-02,1.77208955198276961e+01
2,1.43162400651217396e+01,1.55234607354913212e+01,5.00161162803426235e-02,7.73908628273436694e+00
0,2.95936778953494510e+01,6.21746863857653267e+01,6.07011937183552994e-02,1.61730462259929517e+01
1,7.00087254792597378e+01,1.28351728413937298e+01,7.94758640489008211e-02,2.51303465410636342e+01
2,1.73265157601617226e+01,3.50933059272948995e+01,6.55571999654055715e-02,1.30217577292740962e+01
2,2.44856201972843941e+01,7.19854111677614981e+01,4.29654186860408405e-02,1.25997616076306418e+01
2,3.56160975322934803e+01,1.82611191490271807e+01,2.61374553718014546e-02,3.52166839555141991e+01
0,3.42475345557335089e+01,4.10745656324750712e+01,6.84308282273349971e-02,2.17853923130134177e+01
1,6.69111830484107486e+01,6.57446435417730584e+01,2.85890680422928899e-04,3.08381621377254930e+02
0,1.54514194703117766e+01,1.10570857371722067e+01,6.56755082760950570e-02,6.33166325607579683e+00
0,3.96055667687938993e+01,3.00469659168508159e+01,6.52510309237395222e-03,8.71757534161462360e+01
2,6.68142856916827270e+01,3.89555608194710672e+01,7.40002642604212640e-02,2.85642751561049337e+01
2,6.52041123300045911e+01,1.61510840088135446e+01,7.07964645456416325e-02,2.80517564985830745e+01
2,7.39989570166395083e+01,2.01005027353016246e+01,7.43934692046223645e-02,2.97600190146662733e+01
2,1.18344703840387382e+01,4.08856455035773010e+01,1.85014547005093281e-02,1.16742764878549448e+01
0,7.94546813939419678e+01,3.49155675695132928e+01,6.69894131577558876e-03,1.84926921571710011e+02
2,3.82768256407169929e+01,4.61910932460161163e+01,7.59578518206440595e-02,2.06410481921745976e+01
1,7.33415202138270388e+01,1.89168777560818810e+01,4.62459469867091064e-02,4.28073284012605697e+01
1,7.92782839275952256e+01,5.10562349347240243e+01,6.48805903550685042e-02,2.98261357302861150e+01
0,4.05553671258118698e+01,7.07115217165748788e+01,7.78656498967677524e-02,1.19048036235883803e+01
1,4.60322516035316269e+01,1.00428051121018704e+01,7.78363320293677663e-02,1.83934803866988155e+01
0,4.27810574319689252e+01,6.60723946634286676e+01,6.21519096628700071e-02,1.73593681844722489e+01
0,7.98821239428422842e+01,2.99523778609395954e+01,7.66985183172514129e-02,3.06442452541569779e+01
0,4.50117928746881333e+01,1.84583356309528845e+01,2.33264944249896820e-02,4.73658063210866445e+01
0,5.68754261069705578e+01,4.65337642346761200e+01,4.81868899337419415e-02,3.55237264103733565e+01
0,4.00308055227802555e+01,1.12540793290112742e+01,7.26137379339630851e-02,1.80807628971080447e+01
1,6.05403998361913196e+01,3.65842354640821270e+01,5.80044196363393993e-03,1.56920787225670182e+02
0,5.89448838680244975e+01,6.21030573117054843e+01,2.36324175764801928e-02,4.77808889003754871e+01
1,6.09241594444886445e+01,3.49909153178252694e+01,4.69437677362503705e-02,4.04339631284975738e+01
0,5.01511328651435093e+01,2.61226616916837102e+01,3.09577614706609168e-03,1.43437045651494344e+02
1,4.26637185171540594e+01,2.53028676283434457e+01,6.47993630976528012e-02,2.58332414883735062e+01
1,3.20869333902962524e+01,6.88226763241123365e+01,3.39961417317397804e-02,2.05469091138528448e+01
2,4.80201592934446992e+01,2.03149109364360427e+01,3.07446943301788005e-02,4.40357230639799013e+01
0,4.83217440773267128e+01,1.76702663988702398e+01,1.16289384076209684e-02,7.04222565520870205e+01
1,5.26602180806123457e+01,1.56466728900341785e+01,6.46317589155207678e-02,2.64626079688608726e+01
0,1.38452193819603977e+01,5.49940441495882908e+01,4.71061068337951926e-03,1.69074364079922788e+01
0,1.70633248521458754e+01,5.71627059166980658e+01,1.78909824140647093e-02,1.88906700014904914e+01
0,6.17477827202459437e+01,7.86317252420409858e+01,3.73673566784657046e-02,1.60686394669234396e+01
2,6.21064170344402839e+01,3.26691351004652262e+01,5.28416720503152373e-02,3.73912530784542767e+01
0,1.88723801531989146e+01,2.37769208794564975e+01,4.05073333484313111e-02,1.56963251509528252e+01
2,6.35545128757496727e+01,7.16812370480857481e+01,2.49125280847023074e-02,3.42785006921571451e+01
0,7.64969658021383907e+01,7.44668900917193071e+01,4.80440411248524990e-02,1.87523118790158598e+01
0,7.64221080370377308e+01,5.01957700710157368e+01,6.97636057454342623e-02,2.80320502064810881e+01
0,4.92970824071893432e+01,5.31786936771913119e+01,3.06358401853436026e-02,4.26993184586176540e+01
0,2.01581781782245670e+01,5.90913601986302197e+01,2.46968429932414579e-02,2.03774499877244857e+01
2,6.45967090873900815e+01,1.84739023411308558e+01,2.29463418586398037e-02,6.46082187380417849e+01
1,4.61477072047445560e+01,3.27267029030590066e+01,2.76297522356257208e-02,5.01571379655951333e+01
2,7.33429155363023710e+01,6.26633659364878142e+01,6.31528822432949194e-02,2.33871060010064049e+01
0,4.77184567458072166e+01,2.96913132374081208e+01,2.74109090523044947e-02,5.12077074890436066e+01
0,2.47867717612649656e+01,6.23414980480042189e+01,7.10959045336122253e-02,1.28634715831902522e+01
0,1.82421748771776606e+01,4.21489228952966641e+01,7.07866149351352308e-02,1.31801918704179837e+01
0,1.16738844425310599e+01,2.99814198903807174e+01,3.23667642621511056e-02,9.31228851211131214e+00
0,7.24848257183498674e+01,2.58289705533097838e+01,4.95220799757627103e-02,4.21365248326820634e+01
0,7.45462057821219162e+01,6.89087530368923069e+01,1.37258506245641863e-02,6.54530351013290215e+01
0,1.65958645414226780e+01,6.54287356800876410e+01,7.34240128145057930e-02,8.42359641940500659e+00
1,5.77265385552844918e+01,4.29842597186501791e+01,6.84045070043360764e-02,2.79220996823769596e+01
1,3.06608487568187300e+01,6.43776766813209065e+01,1.03151528295627772e-02,4.24653194460712768e+01
1,7.11666891411536824e+01,7.30377101371310005e+01,1.81439625761692364e-04,2.67632961035312576e+02
1,7.76310912872251606e+01,1.26930373536719578e+01,5.42783256481414820e-03,1.42368491565960056e+02
0,4.15400595698617394e+01,4.77043374519989385e+01,8.36493438765656579e-03,8.61627636009212665e+01
2,3.68861731929334979e+01,3.82216902024446270e+01,2.85977927563575464e-02,4.13991386759071602e+01
0,7.30433598657284335e+01,7.33685749156718146e+01,3.12262505872029205e-03,1.34647228321396142e+02
0,2.96719510623356157e+01,5.36453217037868413e+01,4.62857020416015258e-02,2.29750867502683711e+01
0,7.25120165222821669e+01,3.27893788089231890e+01,4.66022672698260115e-02,4.43417489966619556e+01
1,7.69125214491417779e+01,3.90802101551036571e+01,6.35704539896632947e-02,3.41866027156288723e+01
1,2.54969141669717416e+01,2.14545411283705221e+01,6.38858234631477090e-02,1.69413017293969794e+01
0,3.77605717143357609e+01,3.94006828439518486e+01,2.31487301646174093e-02,4.77888460527499817e+01
2,6.31686529866265403e+01,2.81153557390534488e+01,5.15446104742197167e-02,3.84284053193355959e+01
0,2.70212656462383407e+01,5.83985946610065767e+01,7.65221629184393865e-03,4.56619729296079271e+01
0,5.84107079168604102e+01,7.22999772260582745e+01,7.70506350839639392e-02,1.28313445192805258e+01
0,3.99539221555524975e+01,3.94207280336351147e+01,1.70301664659408929e-02,5.98014792508294803e+01
0,7.78123947545548162e+01,5.05224375789472404e+01,1.18416015536178428e-02,1.14295548132566040e+02
2,7.01451442420389242e+01,6.13283777359816540e+01,6.78572136931162723e-02,2.24489361157059584e+01
0,7.62132508646536166e+01,2.38554242410328854e+01,3.40187854768878167e-02,5.72850261886907219e+01
0,5.06967602910133763e+01,3.40110118448605903e+01,6.48048253609452146e-02,2.88314486586539012e+01
0,6.28286695979530165e+01,3.06011408071757600e+01,7.56204655953253146e-02,2.82372701220609414e+01
0,2.78698239272579187e+01,4.88925170902318982e+01,4.28939353024428080e-02,2.43477016047748087e+01
0,5.95357008326300416e+01,5.94902570852004260e+01,3.42466746553168819e-02,3.85658348981069565e+01
0,1.84137446965371296e+01,1.36648933849615659e+01,3.16031418571594035e-04,1.54550471845264070e+01
0,3.04711058255308416e+01,5.74023454362546133e+01,3.67107643902355105e-02,2.55541998853120482e+01
