split,v0,theta_deg,drag,range
1,2.08765917828707188e+01,7.30033667087041351e+01,5.77568893712644138e-02,8.80859916054629899e+00
0,4.08945858498213681e+01,4.21639751986065221e+01,5.29980178990773418e-02,2.89114769586260323e+01
0,3.93892485979269864e+01,2.95843753103265392e+01,4.61095584005167605e-02,3.17118178502756187e+01
1,6.79802381167367855e+01,5.10033357548751951e+01,1.99798495298498602e-03,2.71483512307253591e+02
0,5.62289764473583347e+01,4.14675083066847137e+01,1.37001422987751195e-02,8.98407551119333476e+01
2,3.85629172947836452e+01,4.27741107291200464e+01,7.51625713848410176e-02,2.15000087166814104e+01
0,6.52087055079660161e+01,2.70856940591350330e+01,3.37481054831648055e-03,2.02073829007134322e+02
0,5.23605692183469671e+01,6.89577152781598386e+01,2.26549034407073982e-02,3.71991850380870375e+01
0,2.46552767372437955e+01,6.11506865266096895e+01,6.59799807302081671e-03,3.92532828136974388e+01
1,6.54839709237306948e+01,7.05716718515911339e+01,2.94630733473002157e-02,3.20479138052032795e+01
0,4.25946261537601814e+01,4.72077178142969416e+01,1.27487278561356637e-02,7.17800241078050192e+01
0,7.20865350158177307e+01,1.64864612148758383e+01,3.71471105214347119e-02,4.84195396124760862e+01
0,5.65660083199518979e+01,7.03616257667953562e+01,7.28347838931731467e-02,1.45490495919156064e+01
0,2.05802274982746987e+01,1.48475841126028616e+01,5.21025479591067930e-02,1.23862805090932113e+01
2,6.29672987578967565e+01,2.08161206636023302e+01,7.63589300379061559e-02,2.72504246297719419e+01
2,5.06844026998929493e+01,7.60884091017489794e+01,8.53428515103240096e-03,4.78041383409844443e+01
0,4.79105620698302417e+01,4.93053341981813205e+01,4.65597397350430431e-02,3.25039180655278699e+01
0,3.93816288331406099e+01,5.72498187256473585e+01,6.42399339264562164e-02,2.03309380413658509e+01
2,5.64023171333638018e+01,6.74694867031476235e+01,4.99417886741525888e-02,2.22491435500888635e+01
0,1.44302851757691855e+01,5.65189994979583972e+01,4.04478836751566359e-02,1.16348600032439222e+01
2,4.52683493733958926e+01,4.10779901661412339e+01,8.14386915353167325e-03,9.84721650787072917e+01
0,7.54854703170664436e+01,4.80099592562066064e+01,2.62136621400561945e-02,6.42081192381329373e+01
0,2.43406996052291476e+01,3.78938655570588452e+01,7.73236143840245610e-02,1.61012356424007841e+01
0,1.95909375723431936e+01,5.04033297479412425e+01,3.87712681664468192e-02,1.82821889765514918e+01
0,3.87364241163289620e+01,1.01544921496980542e+01,7.53638034802407708e-03,4.15251782534145448e+01
0,4.63657309361067504e+01,4.55786267344719533e+01,5.11510846943017267e-02,3.09680708302940495e+01
1,3.63568084202264572e+01,1.16675247817019461e+01,5.10622013782607680e-03,4.46339863177680414e+01
0,4.38758720696046822e+01,1.76770364176782984e+01,1.14053919126118862e-02,6.33597170417514448e+01
2,5.72267689116194873e+01,6.92457792225343098e+01,1.84835241477689649e-02,4.48248665730659610e+01
1,6.54944997987348074e+01,5.61570282113813022e+01,6.28383582653931679e-03,1.40456543695242061e+02
0,1.36114040819330686e+01,2.27517509580044539e+01,1.50484334224751590e-02,1.15995375917285752e+01
2,3.67198549858407830e+01,6.23041767676280713e+01,1.38190047449417101e-02,4.75579857050380284e+01
1,5.33461641206964146e+01,4.33048288711489846e+01,3.92578122240668168e-02,4.14844915742440534e+01
0,1.14640962326778837e+01,1.94392393181190251e+01,2.21116823821966603e-02,7.25879316384326234e+00
0,7.64437260063824766e+01,7.50779986600122413e+01,7.51668024764576143e-02,1.22453272905767712e+01
0,5.48574683663578000e+01,1.78963568939781155e+01,3.39787984369550669e-02,4.40036813304925687e+01
1,4.39502572052804865e+01,1.13820000612804400e+01,3.88240112388037878e-02,2.85620997967896315e+01
0,4.13820011329433441e+01,2.79621209919616511e+01,5.77853008395325524e-02,2.78761068934921532e+01
0,2.03080377357883677e+01,1.60801934846963448e+01,2.87105751014860022e-02,1.55405824327602797e+01
0,1.46378502159726231e+01,1.11705021007098324e+01,6.62895468026361706e-02,5.86073392738391163e+00
0,5.76676695167494628e+01,5.57269313524954768e+01,3.76737412982653883e-02,3.80605671659661553e+01
0,7.46790297642316858e+01,1.92373497293904201e+01,1.71081644885511357e-02,8.78715804732670165e+01
0,6.54657951314593021e+01,4.94715890843391506e+01,2.16492865273683159e-02,6.78480870033107948e+01
1,1.15018034445085711e+01,2.69812880419760717e+01,5.62387997968282066e-02,7.57700341932188870e+00
0,1.27277937360861415e+01,7.58455095037256939e+01,7.74121138001830494e-02,3.98201288187624991e+00
0,4.58860948663598265e+01,2.51099191806364139e+01,4.03299963527934749e-02,3.76117273733372599e+01
0,5.01284887930421519e+01,4.64458308439100165e+01,6.75367383097010554e-02,2.56874326358163856e+01
1,5.24442482708188251e+01,6.14491080580159519e+01,2.89415200970372134e-02,3.92436168011440571e+01
0,7.13217377810784257e+01,3.17790943040632925e+01,2.04080103464477081e-02,8.21424433756928494e+01
0,7.28506051689386425e+01,6.82217573037096372e+01,5.24205347902579125e-02,2.28797275673869684e+01
0,7.92506101624970967e+01,3.19785266491986384e+01,1.88979396758291868e-02,9.23698991003625736e+01
0,3.33545397038533054e+01,3.71502044641871834e+01,6.43782115295299384e-03,7.34438327575551426e+01
0,4.27980712083837815e+01,4.01271797769416807e+01,3.66483704756587619e-02,3.90288784831398132e+01
0,7.95540519056857534e+01,3.93225885352263589e+01,9.00052173059329184e-06,6.28600232623479656e+02
0,5.90253956613436372e+01,5.25560558087290204e+01,3.19785425223905531e-02,4.60208530802399380e+01
0,1.40204440515872388e+01,2.58371928119881566e+01,4.97474143295778132e-02,1.02250001194514919e+01
0,7.36686114916862209e+01,3.30449877310074243e+01,1.86647062463641961e-02,8.92667556853957791e+01
1,5.31670915682729159e+01,2.60280421922260423e+01,1.31445480730383755e-03,1.88442491385371341e+02
0,2.35598576237267707e+01,2.93861673961824117e+01,4.13596935650759889e-02,2.17236191320827068e+01
0,3.43410338307163059e+01,6.33947628314803779e+01,6.94749777320485817e-02,1.54761959945970986e+01
0,5.04361504476028699e+01,5.40486727675307890e+01,5.62796943952864684e-02,2.68794830972960597e+01
1,5.56936510880627935e+01,7.73952511696824104e+01,6.09644765868015623e-02,1.13607741153971453e+01
0,3.87509932766962493e+01,7.65091028438933876e+01,6.15002310481289130e-02,1.02784859322746538e+01
0,6.21051367162336945e+01,2.43559812835487399e+01,2.33694370903664607e-02,6.64060510264676935e+01
0,4.72978568007428422e+01,2.46962225172801908e+01,6.97490301221733722e-02,2.59002173123129857e+01
0,7.82330464332449225e+01,7.35353572858064126e+01,3.60990863090956127e-02,2.53263067369720751e+01
0,6.97447244134571065e+01,1.97271877680933088e+01,7.63782533395644114e-02,2.83042249574164124e+01
0,2.05067580306595119e+01,6.32829532897664677e+01,1.73314769582360306e-02,2.16690230311660343e+01
2,1.72161383988491394e+01,2.34231834139863899e+01,5.81868081969960649e-03,1.99538831595845458e+01
1,6.97470715122865528e+01,2.00125664508106951e+01,3.99557513448070209e-02,4.70220949238155512e+01
0,5.25411470720409781e+01,4.07470722500855800e+01,4.08995460156304363e-02,4.06036152780249679e+01
1,7.83356496522299466e+01,5.78841774024766593e+01,7.42678642596810573e-02,2.33033585849299492e+01
1,4.05084345623833357e+01,6.90918079228665647e+01,4.66295567203543412e-02,1.89144692805746217e+01
2,2.25508861328666583e+01,2.45705731767628812e+01,4.73723538533978930e-02,1.83517624051982402e+01
0,1.25891842462691521e+01,1.69792758675257858e+01,4.17814700003353093e-02,7.00222390604425193e+00
0,6.38009305197215681e+01,6.54899043958074003e+01,1.60021177681173314e-04,2.96466309768266342e+02
0,1.58462550556848765e+01,4.15712057576081406e+01,7.88105555982771822e-02,1.08796935914707333e+01
0,5.50732206878086572e+01,5.26698767896865263e+01,2.88952154165835473e-02,4.77950796496929158e+01
1,4.94480496786165702e+01,5.08941054904466341e+01,2.98217369017842598e-02,4.50215652396156187e+01
0,6.17697824281350307e+01,6.32572247519360360e+01,6.30896604494210894e-02,2.17066318999225381e+01
0,7.60723884101405616e+01,7.92691239358269968e+01,6.89311260457072528e-02,9.74990170293493819e+00
1,2.65565043268916625e+01,5.53664042393416267e+01,8.15449611734806075e-03,4.59027994367596008e+01
0,4.37822864887164940e+01,3.55648076249026417e+01,1.02808247543516636e-02,8.47028567414719049e+01
2,6.26093448110621864e+01,2.22422877829445866e+01,5.57065192475164339e-02,3.51597759705075319e+01
2,2.41650718014247232e+01,1.72015173269268900e+01,6.02293945325944602e-02,1.51436930881598641e+01
0,1.64408136444976947e+01,5.84087910844377163e+01,9.26884991940216466e-03,2.01915849369472973e+01
1,1.96616090624810198e+01,2.78572525864579283e+01,1.23708911877331487e-02,2.53090872490341816e+01
0,7.52181590044681059e+01,2.94320797764677238e+01,4.64684874307143767e-02,4.53265912839683125e+01
0,6.52597642110640521e+01,4.10342813163823195e+01,5.00481991300555512e-02,3.84851549557037629e+01
0,2.40287595524188937e+01,4.69318976834284385e+01,1.58246165159673241e-02,3.48478066608390691e+01
0,1.11122810885192163e+01,3.91303614109991429e+01,6.95444481363864386e-02,7.60124543858276969e+00
2,5.46473308171081271e+01,7.68993044815675972e+01,2.70277341816818790e-02,2.22508231364944713e+01
0,3.25334816063537886e+01,3.08663775235588353e+01,2.97996565703008733e-02,3.57467318386988993e+01
0,2.59568229612782204e+01,5.21413039024914013e+01,2.24882703988125675e-02,3.13836973238921217e+01
0,2.39688946105665579e+01,1.11371797494536384e+01,5.71095547036347753e-02,1.21861411196065035e+01
0,4.30557754506286727e+01,1.44640289162306619e+01,4.37468944198874318e-02,2.89258603767720075e+01
1,3.39576017793265805e+01,2.39262816887646821e+01,5.86524008000490621e-02,2.34199658545647686e+01
2,7.58152104322629157e+01,2.96940011615956081e+01,4.81982771737102036e-02,4.41730918934729715e+01
0,4.96121234176455559e+01,4.26426323527496578e+01,6.75193285676562588e-03,1.18204447014452256e+02
0,7.30088301288516135e+01,5.01945181350397576e+01,5.07580072988955758e-02,3.61439850968517717e+01
1,7.47247065685195935e+01,2.16144776059965480e+01,1.27703511724304788e-02,1.09256670115592343e+02
0,7.30092743038395042e+01,5.05054829979789659e+01,1.53596294883046984e-02,9.14483147814805903e+01
0,4.48841843370113267e+01,1.57276127927719855e+01,4.46226044531834662e-02,3.04714076792758846e+01
2,5.08302695284334334e+01,3.74592301206841540e+01,4.18368279904369963e-02,3.98163047774529204e+01
0,4.73981231206589015e+01,6.58667956704666580e+01,2.70232282256163379e-02,3.44304686788230896e+01
0,1.14184436516130123e+01,4.32494413371526321e+01,5.34159278009142327e-02,8.64086534571516829e+00
0,7.62487040383039556e+01,5.66247848570650660e+01,2.37519563136655010e-02,6.10944422676714254e+01
0,2.05763247171960373e+01,2.56499623555888085e+01,7.46393308558943123e-03,2.84281272662767179e+01
0,4.87419137410069396e+01,5.95267307427754062e+01,2.64669625923443612e-02,4.19676993698424212e+01
0,5.77853499752186579e+01,7.89013109137054300e+01,3.18536494071348306e-02,1.73225315122053445e+01
0,6.50414279213460134e+01,5.55664350278553769e+01,4.27778048520544504e-02,3.64170990291571286e+01
0,4.79556225727591752e+01,7.86363500630816077e+01,1.82591121799928306e-02,2.38814521683316094e+01
0,5.47377615321097792e+01,6.83712157635704614e+01,6.26061431616134756e-02,1.76750286667375178e+01
0,6.78976551649486595e+01,6.37749584565542094e+01,7.65623867302430428e-02,1.87087423901448311e+01
2,5.50469849801730788e+01,4.35435968777977465e+01,7.96482303828352847e-03,1.20126464121041650e+02
0,5.66789270876947739e+01,5.01853427507682426e+01,7.57242992672464144e-02,2.35168565240137859e+01
0,6.97836439235310593e+01,2.72999405679496121e+01,2.06835236828798071e-02,7.93769470345378068e+01
0,1.51388166840872884e+01,7.12192318024104623e+01,3.11165196782775162e-02,9.04689867250424840e+00
0,4.62964735566410610e+01,1.09394965707682630e+01,5.52341242936465401e-02,2.38581270636311977e+01
0,1.18586416632869316e+01,6.58180360538109284e+01,2.30344045543907049e-02,8.36373707284198353e+00
0,2.05970319940190620e+01,7.58027778423969067e+01,2.33324406272691597e-02,1.16835358115576113e+01
0,1.19954489951871839e+01,3.32288227372285263e+01,3.65517877909965700e-03,1.27860994383483817e+01
1,7.06369047562521502e+01,6.59965281173880669e+01,5.74696994324673874e-02,2.26445364349340359e+01
0,3.30816752601917301e+01,4.00494459856183056e+01,3.44659501271631016e-02,3.37251404324573087e+01
0,4.64791845142428457e+01,6.99861892016851073e+01,6.59972787486666213e-02,1.48696002542651584e+01
1,6.51080556592363280e+01,5.40314564129741726e+01,7.94285501233125552e-02,2.23488139597042981e+01
0,5.82227777324849498e+01,1.39036336841474473e+01,7.33954603295697561e-02,2.47558965648196008e+01
0,7.48420192346925433e+01,3.62964825830081850e+01,3.88140035290774968e-02,5.14652323153667837e+01
2,4.42862582106094038e+01,1.13470066264548084e+01,6.01734106354803663e-02,2.21362351954475969e+01
0,5.91706470524075812e+01,6.24523062825691468e+01,2.56112036139840987e-02,4.46889486149234187e+01
1,7.07428268223702901e+01,7.09591160437390158e+01,6.99943990562238022e-02,1.57866870287810244e+01
0,1.75037916126983788e+01,7.97275843779310094e+01,8.71755477385732953e-03,9.00582727642818348e+00
0,4.28898611212305241e+01,4.68441979782922076e+01,4.08687212088306093e-02,3.45549223189423955e+01
0,1.61595980883150006e+01,3.73904803304871862e+01,4.02006273845252407e-02,1.49977168385639601e+01
0,4.89875053493977788e+01,4.67192447233694423e+01,7.53418377169037395e-02,2.32216918950778428e+01
0,3.19347342503552980e+01,4.10447584057085635e+01,6.63275858390103834e-02,2.13305404466324013e+01
0,6.88348791206387602e+01,3.05197792667767196e+01,6.63060118836224927e-02,3.26845331734142448e+01
0,4.27866608651989324e+01,7.37180939226106204e+01,6.95070448717817063e-02,1.15452957026920640e+01
0,2.14026710481418050e+01,3.75928468397027871e+01,6.04179421764648797e-02,1.67875894499288059e+01
0,7.11365394602924255e+01,7.26963526571285854e+01,3.84311582168096535e-02,2.42381663798217595e+01
0,3.98105847681989076e+01,4.96550357563574636e+01,1.31424135582581588e-02,6.48951327569373859e+01
0,1.13797869531212061e+01,6.92840827518205060e+01,1.96335285522860857e-02,7.14582666475275996e+00
2,2.88082201010906758e+01,5.65925774556868149e+01,3.14344793115375748e-02,2.72143798368868062e+01
0,3.68169595267001029e+01,4.28469983982369129e+01,4.51008286391191351e-02,3.02402578576705352e+01
0,1.18371024514375609e+01,6.01418390005718138e+01,7.69440154793078340e-02,6.60880729381431742e+00
0,1.98078074634072507e+01,6.07825457210153957e+01,2.29110761496881905e-03,3.14755168152957090e+01
0,3.07556208151163837e+01,7.08562522341073304e+01,7.26843003817567029e-02,1.08899736116718717e+01
0,3.36308306610888081e+01,4.22562333998608182e+01,2.99841520780012444e-02,3.68915915004007218e+01
1,4.06305625095153999e+01,4.70735353568633030e+01,4.00648741430678287e-02,3.38317317772563086e+01
0,3.08332470084815959e+01,6.34966556949263179e+01,5.67796510683961780e-02,1.67990209645376005e+01
0,3.24467768888582668e+01,4.60336091120919662e+01,3.46077413332153590e-03,8.33589857736085520e+01
2,4.23455142377258795e+01,5.34252722801581754e+01,2.12366515065800961e-02,4.93817279168351106e+01
2,3.46352922417201299e+01,2.64819416489494230e+01,5.99516505211549547e-02,2.39280604517779949e+01
0,6.24850163436648742e+01,7.83269256862524657e+01,1.75028326450920278e-02,2.96828738061366160e+01
0,6.46749570441058665e+01,5.45180283952392486e+01,6.91928110094300677e-03,1.34808688572036459e+02
1,1.12366174692939733e+01,5.55383159054714994e+01,1.38647728477727036e-02,1.03514663953706751e+01
1,2.13464548338974467e+01,6.21632503898270699e+01,1.11955455423334632e-03,3.65668239493529583e+01
0,1.71273400725012230e+01,6.51402613735394880e+01,7.14132310133975406e-02,8.88051790742431812e+00
1,3.47008090461002183e+01,1.67129938661413355e+01,4.35385505643055837e-02,2.53761932383235695e+01
0,3.49382387357499837e+01,3.59041335827639472e+01,5.61310917248808300e-02,2.57888463442948321e+01
0,6.24505166812201793e+01,5.19048134502563840e+01,3.96010760660866264e-03,1.82033843483026772e+02
0,6.10664087972028895e+01,7.95935298039824488e+01,6.35990796111840229e-02,9.48374410444631799e+00
2,7.17690312792974652e+01,4.61531108172818563e+01,3.55662548466463627e-02,5.03888318323981466e+01
0,5.78098614216278577e+01,1.01764373901422651e+01,1.76982283387252179e-02,5.34876633825361623e+01
0,5.16873898210626734e+01,7.79138967534737219e+01,6.35217283766311008e-02,1.02692293638315117e+01
2,7.96033241043062674e+01,4.85129783945251702e+01,2.46915644632900756e-02,6.85508249231371849e+01
1,5.49376700548091392e+01,1.45511085860257801e+01,2.63183518436418875e-03,1.18412420155322252e+02
0,3.72630230744655222e+01,3.41426048583538631e+01,1.13139466726693352e-02,6.75803800593081405e+01
0,3.13337001538457898e+01,7.71173648804678038e+01,1.23006044885471243e-02,2.28801137725912760e+01
0,1.25025935123767606e+01,3.31857832563373165e+01,2.71118699378233956e-02,1.12659456202268800e+01
0,7.60896867471354312e+01,4.88911725612174735e+01,2.18022082932736797e-02,7.35158305855605363e+01
0,6.26847722369804430e+01,3.28881469267734161e+01,3.63935950287728191e-03,1.98456198341298517e+02
0,3.63952131826959899e+01,5.28809326979069851e+01,1.01791494279527411e-02,6.48468753783840981e+01
1,7.12518486187140638e+01,4.40514130270893389e+01,7.82820463639369440e-02,2.67179825235565005e+01
0,6.34046471180501285e+01,3.30334644335516998e+01,7.80990110283773104e-02,2.74813604010788630e+01
0,4.25621356522484007e+01,1.66633568809124135e+01,7.30119302732379905e-02,2.15565642545288725e+01
0,7.69048341369269082e+01,2.98084184053410546e+01,6.28271494664041641e-02,3.57693981448705500e+01
0,7.24679667567252466e+01,5.34492471133013112e+01,1.39020171284673383e-02,9.38696188232928392e+01
1,4.12232355853469343e+01,4.60112601080796395e+01,5.53735462626170280e-02,2.72864711792617562e+01
0,3.98906954862585366e+01,4.10652142534157960e+01,2.36789780893973505e-02,4.90947931456657045e+01
0,2.06187095020169764e+01,5.00348035738412165e+01,8.53762001843765689e-03,3.28760773588845012e+01
0,1.71684989752358064e+01,3.62506139671383636e+01,4.73481477555339793e-03,2.58235085134723121e+01
1,3.50047410082828065e+01,4.63461891594987776e+01,1.61250233100424106e-02,5.28906056109948182e+01
0,2.50217425585795503e+01,5.00953061943543716e+01,5.67322683833812874e-02,1.85787158254364542e+01
0,1.48023412751471479e+01,6.00454614594841374e+01,1.09113293808961488e-02,1.59729875388829115e+01
1,6.14835819650297211e+01,7.74629750563066750e+01,5.96770256761495754e-02,1.19279730943563607e+01
0,7.72822938706151206e+01,2.57521837609762621e+01,7.78269195492212601e-02,2.98770341198535121e+01
2,5.81171866799430532e+01,7.83167005970618249e+01,3.90209437244224133e-02,1.55150631315404279e+01
1,7.35202734650781338e+01,7.89629827363228145e+01,5.13974498918732953e-02,1.27881881363792917e+01
0,7.09256858906269656e+01,6.64853811879813179e+01,6.96618036256352186e-02,1.88991459617550213e+01
0,5.52238058419016866e+01,6.00511566422654539e+01,2.11317938815489895e-02,5.24534223995401732e+01
0,4.65829038067288081e+01,1.47845668054649284e+01,7.18326116936008618e-02,2.23411402570519115e+01
0,3.50530974727474387e+01,6.46082405311299226e+01,4.98580554146604987e-02,1.93037615059407877e+01
0,4.46483322900606439e+01,5.27884421405835411e+01,3.63283739933511901e-02,3.58530528392226060e+01
0,3.24876366051049104e+01,2.74775180074875784e+01,4.14409778688049207e-02,2.88996536173083527e+01
0,2.20446674122604733e+01,2.69517060643906277e+01,1.15229404709681314e-02,3.02864897542336529e+01
0,4.46728903596806362e+01,3.33521686055284121e+01,5.48927217710538720e-02,3.05685466222812430e+01
2,5.62810255806266611e+01,3.24819677178925303e+01,6.98926682177489628e-02,2.86232518862375755e+01
0,5.09720584037746747e+01,3.79543548498734680e+01,4.85565440301243614e-02,3.56217086310401143e+01
0,6.16475955126824999e+01,4.71531576001642563e+01,3.19002753797370600e-02,5.04924982399503151e+01
0,3.35179184344249137e+01,6.53260632458309658e+01,3.26354445363737644e-02,2.44978436054260627e+01
2,1.00067228391996981e+01,3.78512809384951225e+01,7.66168298482096388e-03,9.20864102838807064e+00
0,2.48861666596715168e+01,1.19719628433011493e+01,6.07521383029155440e-02,1.29448269672721850e+01
0,3.02786762339799118e+01,5.83489311227721643e+01,2.33211830221245198e-02,3.26286034327815671e+01
0,4.87173406907273687e+01,1.01155713510082528e+01,1.38658397790494283e-03,7.67410748176560134e+01
1,3.72616060743315103e+01,4.29961152517629372e+01,7.19394425259364673e-02,2.17797386971460938e+01
0,5.60370316169928131e+01,5.58407642319880537e+01,1.44325814394412177e-02,7.47093951133881262e+01
0,2.56760043007446370e+01,5.30520617671050587e+01,3.46398691111886523e-02,2.45454090171774624e+01
2,4.27612099240371677e+01,6.69153379454924675e+01,7.89972191898877761e-03,6.43915411287903510e+01
0,1.01572301177911370e+01,7.61199998034466034e+01,7.59015225714096270e-02,3.00757640786256486e+00
0,5.80410278476157799e+01,3.33056786040231003e+01,6.13149089788279505e-02,3.21739481428294951e+01
0,7.05751135563821776e+01,6.07714193153568019e+01,6.21276045205144054e-02,2.46096915393456932e+01
0,7.01060334678252843e+01,7.05410034974545681e+01,4.02308370801173973e-02,2.56589200624943921e+01
2,7.12278379359244127e+01,6.90405899567269330e+01,5.70076084406281811e-02,2.04808749424257570e+01
2,2.37292392959005127e+01,6.58005443490916520e+01,3.03744042857785508e-02,1.87600550730044588e+01
0,7.86994902041029434e+01,4.65193364346142033e+01,6.75188309161564720e-02,3.05566454572121913e+01
2,4.85959038876541172e+01,6.48931599625760782e+01,1.29033367609620604e-02,5.89151352185125603e+01
0,2.29905853338017998e+01,2.65362892624401923e+01,2.74325980397528736e-02,2.44919386727656168e+01
2,1.63737843718441418e+01,4.59227765507631389e+01,9.55771134939482209e-03,2.25365399827427453e+01
0,1.49682974004275984e+01,4.82056781194723385e+01,3.32265216072995945e-02,1.43373058722161328e+01
0,5.45877135192875542e+01,2.04916157396070986e+01,6.90185578267758365e-02,2.73832998375453478e+01
0,5.40011561882342050e+01,7.04807293592990760e+01,5.76405086948446610e-02,1.72891318126413474e+01
2,6.50730470713221791e+01,4.10400783710728518e+01,7.74944519789459024e-02,2.68026239754014135e+01
0,5.61030414555204473e+01,3.78761321377054827e+01,7.76428466819541613e-02,2.57680485225691811e+01
0,4.63582524481586091e+01,5.10311709661816266e+01,7.57053530245273415e-02,2.14026079289054394e+01
0,2.13975152063721339e+01,5.13881541393110552e+01,5.43438535937233735e-02,1.65120682912909302e+01
0,6.14131692932023086e+01,3.37193755236942820e+01,1.31539421300635069e-02,9.97110834589266091e+01
0,1.02842545422681635e+01,5.85546375037481397e+01,2.69774781328196850e-02,7.65385730604054615e+00
2,5.62213942835798761e+01,3.11932850613093748e+01,7.02511146533519593e-02,2.85332419154309669e+01
0,2.15717448444592321e+01,4.78891066894269244e+01,5.39633426444979664e-02,1.72870167096967187e+01
0,2.11168750345878422e+01,1.09345653872147590e+01,1.65858058779962021e-02,1.38991706515864362e+01
1,7.34264387625412098e+01,1.49008782499590620e+01,2.60963084279276746e-02,6.09882311881097507e+01
1,7.49088159111395839e+01,1.58515010101583158e+01,4.85518301125224400e-02,4.01750293390448405e+01
0,6.04199790063526407e+01,5.33112745642126384e+01,2.58839578393728793e-02,5.39947966086234601e+01
0,2.60029292466250332e+01,4.60730321047014257e+01,9.03012194132806270e-03,4.69253162613145065e+01
2,4.28563460692958031e+01,3.52300173418724967e+01,2.61385436869962899e-02,4.93084962092888475e+01
0,3.42338782751798050e+01,3.59828403564259958e+01,6.26621304757778025e-02,2.35832307203910752e+01
2,1.82323183662700643e+01,7.29116701103583580e+01,6.36488528191072739e-02,7.43608699603841394e+00
0,2.65771300561999695e+01,6.08563523958571508e+01,5.18318846465399205e-02,1.72511776599550188e+01
0,1.40578210521226019e+01,2.90021466936178172e+01,7.19366331275574783e-02,9.41652440320289230e+00
2,7.80609257382142374e+01,3.45930439282854536e+01,4.96514627683946989e-03,2.16381194431413093e+02
1,2.65406628216448901e+01,7.67069472022296424e+01,6.28272335717121582e-03,2.37841754159235279e+01
0,3.70991212331034959e+01,3.67395243664770845e+01,4.76250807347358626e-02,2.99923377834946372e+01
2,2.72629126935653048e+01,4.55010224570283484e+01,1.90317711607334329e-02,3.77836348480610482e+01
2,5.55879267128609769e+01,6.13662889920303769e+01,3.94483235546307237e-02,3.20003404023682521e+01
2,4.93770526881581944e+01,2.58407789906362737e+01,7.91110020165128186e-02,2.42063455691720435e+01
0,6.35966056569023408e+01,5.54456735491792116e+01,1.79310522800368057e-02,7.01782565657353246e+01
0,1.07991887740624630e+01,2.63903194849323448e+01,1.01406989109664291e-02,8.68207409191353285e+00
1,2.43272745849741199e+01,7.02158715190911806e+01,5.74319825823543240e-02,1.13239137048973788e+01
1,5.19116409942740873e+01,3.91251321467737370e+01,7.03843922446320269e-02,2.67856871628927209e+01
2,5.03596851103615393e+01,7.83720582300572914e+01,1.22471199688268858e-02,3.26754528874030896e+01
1,6.77106989497793563e+01,1.44878355756011281e+01,6.36859658455666330e-04,2.05368480233070869e+02
2,1.56382805202750674e+01,4.73861472002886117e+01,2.82512707966141099e-02,1.61314598301010861e+01
2,3.59806745169363182e+01,4.18238890510251622e+01,7.63411505805755130e-03,7.74110816555198795e+01
0,3.82629297581400110e+01,3.03927644238420669e+01,3.13772521632099538e-02,3.98131636953651764e+01
2,4.59118845244956120e+01,1.87091592814222523e+01,2.03608166148655928e-02,5.21905971122257526e+01
2,3.46000453460267039e+01,1.56245778239400614e+01,5.63529807185102691e-02,2.12724566272028461e+01
0,6.14268854013067269e+01,6.72225970504776740e+01,3.55380383083259768e-02,3.05801406663020607e+01
1,1.73018868610260768e+01,2.22496620229989333e+01,7.94902263119259544e-02,1.03534517136943585e+01
2,1.42438584141290097e+01,1.22527878799242060e+01,2.89780946277909748e-03,8.15607716615608069e+00
1,3.19447875986058172e+01,4.91264488327414597e+01,1.02232200405325459e-02,5.78309491656688195e+01
0,1.62557850849214063e+01,2.55757931432544368e+01,5.09562796110397866e-03,1.92466606845247057e+01
2,3.74687917521649183e+01,3.58841525436082520e+01,5.27348495639969467e-02,2.81854755083421260e+01
0,5.04901305393314459e+01,6.67095418990067657e+01,3.39500689905520708e-02,2.93574234235180995e+01
0,1.58932743510467471e+01,5.20982196437983021e+01,1.48621674456161923e-02,1.89952321829430772e+01
0,4.21857122492474517e+01,2.04412545423173881e+01,3.28839765608734680e-02,3.81131832910874380e+01
1,4.88722346899566702e+01,1.90089419810708975e+01,1.84246065390414049e-02,5.87974465383144889e+01
0,4.95177500346652053e+01,5.17738485479243806e+01,4.91301268240897232e-02,3.06985059659922541e+01
0,1.21141897969015808e+01,6.89706775811813770e+01,3.93491989590113028e-02,6.77494134660490310e+00
1,6.41264004135481969e+01,4.31023335430777621e+01,2.58848946114171403e-03,2.39496237517095750e+02
1,6.05396088453713190e+01,5.72017168765136290e+01,5.13052055511055340e-03,1.43689580556809972e+02
0,3.07907824932359340e+01,6.54261427268362326e+01,1.43623417406782746e-02,3.58593760795651875e+01
0,4.29941801317551082e+01,2.12814271386811562e+01,4.29269854012488336e-02,3.31803920211132848e+01
0,6.17427315614119365e+01,5.58965435032936995e+01,7.02470742929785508e-02,2.35420779444825250e+01
0,6.83852311558653696e+01,7.83737201773609371e+01,6.86409287186730711e-03,5.92004025710257054e+01
0,2.73401492563561099e+01,5.80549380280672764e+01,3.29487473184218310e-02,2.46638335891125351e+01
1,6.39582467460988511e+01,5.94455947194724459e+01,3.46161025863029326e-02,3.95623912091186440e+01
2,3.96938858699173238e+01,1.76837081591100898e+01,5.21546830783056609e-02,2.60977569262616811e+01
2,7.67212341625926797e+01,5.03339199640099295e+01,2.92678371500199666e-02,5.76015055751880567e+01
