split,v0,theta_deg,drag,range
0,3.63366950999665974e+01,2.50079870259272994e+01,4.23357022420539075e-02,3.06215508619164396e+01
2,3.94644976232223996e+01,7.09676340800934327e+01,3.15567233377613277e-02,2.28268292556833465e+01
0,5.65488972453372511e+01,5.92939988927169921e+01,9.37389825030241104e-03,9.26372556998633172e+01
2,4.19150274130624183e+01,1.62447080855267423e+01,7.54571514358001322e-02,2.06996326106542163e+01
0,5.10562828777871971e+01,4.10383389099859670e+01,1.75388104235576041e-02,7.16124247330478170e+01
1,6.87779222526259559e+01,7.21989297947461495e+01,3.71463132978238283e-02,2.52119807194271210e+01
0,6.08531527218659321e+01,4.13346441816295069e+01,1.68537545395140848e-02,8.30761374736558906e+01
0,3.55505084455991209e+01,7.05034991133161952e+01,3.71517944090557981e-02,1.94561803232795967e+01
0,4.13877416541138956e+01,2.45619931553629414e+01,2.94508723030703391e-02,4.22386329887319576e+01
0,3.57389698783004661e+01,7.11079853256262027e+01,2.75965563430908833e-02,2.31734077284779083e+01
0,1.76814264804687724e+01,5.88510695435694302e+01,3.67884722643856618e-02,1.48388754963055245e+01
1,2.42269080861177599e+01,1.18205778747000529e+01,8.89053533607631584e-03,2.05712851142036044e+01
0,2.98664542260891750e+01,1.73532228621899343e+01,1.68037284853479185e-02,3.31429931356124072e+01
1,3.19893726921611545e+01,6.16094017668682383e+01,8.54941360165075749e-03,5.16221994919823501e+01
0,3.19133501173956375e+01,6.87135698865888145e+01,1.57795954888542873e-02,3.18801822853458532e+01
0,5.03689801377066431e+01,3.59521372776814374e+01,4.13616441510174584e-02,4.01200544413103444e+01
0,7.80182982933828271e+01,2.86506357259442055e+01,2.31887131206270254e-02,7.85712368623764945e+01
0,6.42264894446612402e+01,7.81835937792718596e+01,7.78236686045697401e-02,9.11973808363831395e+00
1,6.53793763720963739e+01,6.92935822286867307e+01,1.40056615653921402e-02,5.89725464971226003e+01
0,6.31487950377705971e+01,7.97411069211224515e+01,4.51052244343035577e-02,1.26338054912068980e+01
0,5.17891411366629484e+01,2.22900508928312604e+01,7.44624348332717095e-02,2.54961639876250246e+01
1,7.42384580019638918e+01,4.56291346993256468e+01,5.32450087033477168e-02,3.69862049373083721e+01
0,5.82741108812956696e+01,1.68041962087388121e+01,1.71137461587837769e-02,6.87346145118075071e+01
1,4.50249501515809669e+01,5.75458887296363741e+01,7.95805362769917146e-02,1.81629658768872702e+01
0,1.53958665950377132e+01,3.84278299505120415e+01,1.20760613829131377e-02,1.93003564313818998e+01
0,4.41914458959866678e+01,1.59500371950422117e+01,4.32121390616845638e-02,3.08578203536126345e+01
1,2.48981696738234035e+01,2.06842207585877382e+01,7.15226629914032380e-02,1.53603659437893469e+01
2,1.92887408282751096e+01,7.37209562277044483e+01,4.16723253092465759e-02,9.42510591534188613e+00
2,4.54245445770561105e+01,7.13823248812883406e+01,7.66737390481006947e-02,1.22685802580349126e+01
2,6.49559704817871335e+01,7.68606765978280890e+01,6.27458996949549208e-02,1.21571347184229595e+01
0,3.06504509963863612e+01,7.27587516581791647e+01,5.02915736797330606e-02,1.29468424530434820e+01
2,6.38140231936416527e+01,4.74608245427882096e+01,4.75520443381161340e-02,3.74049921230155249e+01
1,4.67940666213577856e+01,4.60819013210896102e+01,6.76468457284818553e-02,2.49530052950113337e+01
0,2.04333616359498791e+01,5.10972011256713401e+01,2.18622813657870750e-02,2.43738967686024708e+01
0,7.75477420785815070e+01,6.36776635105436171e+01,2.28724412650577434e-02,5.37206434570225682e+01
0,3.81145356721962258e+01,2.38403002052005419e+01,1.61306079406894759e-02,5.31386755969543074e+01
0,3.06663978963887054e+01,4.11580606564346994e+01,6.12110432432747126e-02,2.19350211403279793e+01
1,6.92898859443610746e+01,3.78315394450098736e+01,1.14848163219730369e-02,1.18669751634459587e+02
0,1.87122232760835878e+01,6.52757062123059768e+01,7.52920560076621864e-02,9.26395490678608446e+00
0,6.13513322751592369e+01,1.32198849798911642e+01,6.51646803318850221e-02,2.75036304889847827e+01
0,2.31477319795827832e+01,5.48141899802508235e+01,1.89334782171120160e-02,2.87672161626395777e+01
0,3.74744243208807717e+01,1.62094944527766742e+01,3.52290772225280699e-02,3.02403564514350016e+01
2,2.62329914923496901e+01,4.79504880049254822e+01,6.09489610589667649e-02,1.87958906125451719e+01
0,6.88859594884670798e+01,2.55713168296066229e+01,1.26997768299346621e-02,1.07182632423977395e+02
0,3.73052186357903253e+01,7.84304017279995804e+01,1.99393863625835707e-02,1.90473027126453616e+01
2,7.82284969017602521e+01,1.93643940115641868e+01,3.28211057599768485e-02,5.76358068445440850e+01
2,5.37683039090574724e+01,3.25078506247332726e+01,6.82210542376944507e-02,2.85657751079077791e+01
0,5.85535984292040652e+01,2.47317979957015552e+01,2.18918686406702270e-02,6.67025385823928190e+01
1,4.65067585492692288e+01,2.81485673431622949e+01,5.86574697465023151e-02,2.96062245158117285e+01
0,3.16277739352913798e+01,5.75927630271264590e+01,6.11251957362862891e-02,1.85528723826298645e+01
0,3.76889494736700073e+01,1.48027104126537878e+01,6.09619463210790274e-02,2.13524440502926431e+01
0,7.58653931363331253e+01,5.34310256812028541e+01,3.51787295788695597e-03,2.30329949376156520e+02
2,2.40842240507265117e+01,4.64722880455529292e+01,3.92031365777417498e-02,2.30755780725048893e+01
1,7.91753230854148597e+01,1.33542123939423192e+01,2.54147128485603425e-02,6.32101168745894455e+01
1,6.30814103402672899e+01,7.63399943646035837e+01,2.17960918492595482e-02,2.92488644516297924e+01
0,3.51850848544827173e+01,4.39367665139703547e+01,6.50238180266033833e-02,2.25519232368946909e+01
0,5.49059512653922326e+01,1.38655949779606154e+01,4.68192939576314790e-02,3.28735798912081307e+01
0,3.66687077505161270e+01,4.80169612073169390e+01,1.69061446388692888e-02,5.32548364301674440e+01
2,3.67045052847944007e+01,3.69450197420734554e+01,5.74157102774078554e-02,2.61630233557503260e+01
0,4.52662065136170710e+01,1.73731940187194738e+01,5.76880682799423838e-02,2.67476745553531892e+01
0,1.11705975144763965e+01,6.44572823735862812e+01,7.48265694667048925e-02,5.62180124309992379e+00
0,4.45500091960377347e+01,7.20831543177846044e+01,7.86591598192680624e-02,1.15368602552769470e+01
2,7.80118889412821659e+01,5.90188684763065581e+01,3.99697644978767724e-02,3.85567578837930540e+01
0,2.99825660149904927e+01,4.20298848164745564e+01,7.22815297399757445e-02,1.91928092414704636e+01
0,6.23752571353628511e+01,6.79533067806802080e+01,6.53070699785218561e-02,1.81756510570710965e+01
0,4.09952223049346571e+01,1.15967560115159003e+01,6.35839420786560999e-02,2.02717790243949025e+01
0,2.46496729832449830e+01,2.51782336706932490e+01,1.02674499241240912e-02,3.56806064237365206e+01
0,7.33501799572690629e+01,5.08462654352844226e+01,4.03119137398802105e-02,4.33757398793590809e+01
0,1.11779099276149090e+01,2.34338374110804430e+01,4.43525573516690488e-02,7.10035501626999821e+00
1,3.12456248619657480e+01,5.61966510830962847e+01,6.44170127419803618e-02,1.82050224572665336e+01
0,7.99318117626756219e+01,4.38981369814177711e+01,2.69613490639087523e-02,6.72848069168700960e+01
0,2.83502757332992630e+01,6.73202056496811707e+01,2.29096467824954526e-02,2.46048462850497813e+01
0,6.94331165301490500e+01,7.88081743554335787e+01,1.67725101889022177e-02,3.11856069397110183e+01
1,5.23978204058992958e+01,1.39361005903333677e+01,5.47784750981720261e-02,2.86495397637540492e+01
0,6.64224995268986618e+01,6.16210732762344122e+01,4.39262583824929151e-02,3.14930619857383363e+01
0,5.41222428810434764e+01,1.42370972917420122e+01,6.41161488038513722e-02,2.63618672915965711e+01
0,3.53887799940493863e+01,4.75643269051933189e+01,5.15142839812874394e-03,8.50940196713589359e+01
0,6.32552149208437768e+01,3.50201717986186480e+01,7.60529981831394170e-02,2.78902571661469487e+01
1,1.18539184232780634e+01,4.34450294399711723e+01,4.68519145987753849e-02,9.48498064505217719e+00
2,4.12769066214116336e+01,6.20051648303695799e+01,1.19886190550985289e-02,5.77067252439134251e+01
0,3.60298198909074188e+01,1.04249981250752146e+01,7.55865964614347158e-02,1.56557165597024017e+01
0,4.33951803946144636e+01,5.42566124590084655e+01,7.79197255116363396e-02,1.93251423461664515e+01
0,1.89334480547248738e+01,7.14372709145289662e+01,5.56264015923958813e-02,8.89221601564515929e+00
0,2.55754806162390693e+01,7.22235432706438587e+01,5.30432737240978721e-03,3.01944011014253704e+01
0,4.93436113069796605e+01,4.56249923468054419e+01,6.39203824366918610e-02,2.68682936621273640e+01
2,3.71438380959167773e+01,5.53516670343806894e+01,6.35742582037138459e-02,2.05829662239119990e+01
2,6.54159343913238445e+01,2.08942618779898730e+01,3.28098123059238703e-02,5.27041611767120770e+01
2,5.23595612494260152e+01,2.44784502675990048e+01,5.14646433299493847e-02,3.43170189317049861e+01
0,7.02886679350895918e+01,7.84658540435828655e+01,1.99464847338148323e-02,2.82917100755443336e+01
0,6.12652586127923158e+01,1.24989407822336496e+01,4.77255017448966201e-02,3.38147217260083650e+01
1,5.21276413430995476e+01,7.36466759944451610e+01,7.65926523814774440e-02,1.15701948501081091e+01
0,3.01330921537196978e+01,2.87066195904202495e+01,4.83443701913555401e-02,2.49751033453036726e+01
0,6.47932327548317915e+01,4.71554715018373116e+01,5.46694109640697354e-02,3.37299044979833624e+01
0,2.75887304719757260e+01,2.64905572778378264e+01,9.93232927002919708e-03,4.37997372430098011e+01
0,1.52647778270083094e+01,1.63070041240211481e+01,5.61401910107392696e-02,8.52822392379197503e+00
0,7.74005204910259437e+01,7.04941839627835236e+01,3.34707485171498315e-02,3.10743936315301248e+01
2,4.78007843567528425e+01,5.42199915539884003e+01,5.62200391269968847e-02,2.61681148115312325e+01
0,6.41726008284867930e+01,7.13660330747054559e+01,3.82293885118258348e-02,2.49070815573915354e+01
2,4.70455965341252096e+01,5.41905164375100838e+01,6.77874700220236492e-02,2.24161774353799181e+01
0,5.28105811260275004e+01,6.03659224414204942e+01,7.55418802987665727e-02,1.89893489967491931e+01
1,1.23724575361554372e+01,1.82494607791479453e+01,3.78913454539806793e-02,7.30697615781110521e+00
0,2.30755575547665970e+01,1.05663919398710515e+01,6.66607857282924265e-02,1.05745366365449254e+01
0,5.72282576804344245e+01,1.61098020698123250e+01,3.50680030834845807e-02,4.30482169133465717e+01
2,4.99395218566748795e+01,6.95561848866589116e+01,7.40419141116467616e-02,1.41755261528120826e+01
1,2.10988523790698892e+01,1.23154938837952663e+01,1.82803820139564553e-02,1.50430086612976517e+01
2,7.66420488108329323e+01,1.68129462330663344e+01,7.12085734338995056e-03,1.42333684701419116e+02
0,2.08047542783182990e+01,1.72712462180642703e+01,7.11825286846902716e-02,1.19130680122684431e+01
0,4.57212274817079773e+01,1.45568864392992623e+01,3.65856042848936164e-02,3.39415216318369133e+01
2,2.00802012513480364e+01,3.31938521562061482e+01,3.74670620574142216e-02,1.96476861327965899e+01
0,6.02160208274364237e+01,5.18462803388435347e+01,4.99725162922693839e-02,3.30832221608049366e+01
0,2.93419109866606931e+01,7.41607773295885124e+01,4.42715997066045496e-04,4.45335837160825960e+01
0,1.93893782585248289e+01,2.19109078769723062e+01,5.86458396893743961e-02,1.34292465467341415e+01
0,1.32191026469360970e+01,1.34628954543822026e+01,7.32891775484999092e-02,5.60574804636125723e+00
1,2.22384876528336548e+01,7.75259840206020669e+01,7.39964957925043770e-02,6.02954316248090194e+00
0,2.34259101706496509e+01,1.97817632913864756e+01,6.23106564289453366e-02,1.53247417292235966e+01
0,4.75880455700254856e+01,6.16849770857230411e+01,1.11470919002587803e-02,6.87496375529209018e+01
0,4.15727220319973867e+01,7.50211020151325414e+01,1.49666560947442837e-02,3.11722368853798386e+01
0,7.70106057077476152e+01,3.87105085139945118e+01,7.10320442470045305e-02,3.11921358649752563e+01
2,7.67905935806649751e+01,7.89986238956293363e+01,6.77298357944094986e-02,1.01634396676519856e+01
0,6.57582277327901181e+01,3.18954478241330683e+01,1.09385206013286503e-02,1.17372328379005538e+02
1,5.70111343786492313e+01,2.15302578091942749e+01,3.64464009411818862e-02,4.51677602194105177e+01
0,6.91516164097842534e+01,7.02332927993059712e+01,2.46515632937152063e-02,3.83321772248714083e+01
0,7.57126279935919229e+01,5.59860587181069036e+01,2.74280785878522337e-02,5.50440708661874751e+01
0,1.15832410220901920e+01,3.11716500296893813e+01,6.12033139570305820e-02,7.94361071381655393e+00
1,1.82673659005601081e+01,1.27460249180969925e+01,5.78910807730636644e-03,1.34952926346447857e+01
0,3.52184719278550205e+01,3.08347668648324102e+01,7.79738370831272454e-02,2.05523855056487648e+01
1,1.65510797129819807e+01,5.37085316973053963e+01,3.49876669284870725e-02,1.51917814373604916e+01
1,5.19667131137293978e+01,4.99274960362491811e+01,3.44718589462168837e-02,4.21825915570564689e+01
0,2.82254955643676055e+01,2.91828181750632929e+01,5.27109927993785893e-02,2.25231507171787584e+01
2,2.85037810392627868e+01,3.92015430488497714e+01,7.59918328270352966e-02,1.81631240757876462e+01
0,3.01829592053505920e+01,3.36815163346168873e+01,3.87455039705418766e-02,2.91618390072919240e+01
0,1.68400960309073042e+01,1.53269004846957966e+01,5.78858044842355812e-02,9.32033948497389630e+00
0,6.18661117266711287e+01,5.48958608631186991e+01,5.30892389599679423e-02,3.02961290126105922e+01
0,5.55470700719755044e+01,4.78237178849679978e+01,7.22001899982746276e-02,2.50233924598935182e+01
0,5.24555663448883678e+01,7.07788957603806352e+01,6.41982687532781510e-02,1.54416370385662063e+01
2,1.23831907594442807e+01,6.63603288771285804e+01,4.30397932916512099e-02,7.42931266424350323e+00
0,4.00624901247214211e+01,3.82228818332165474e+01,5.04455545660594390e-02,3.01627167725805450e+01
1,5.79642512929889833e+01,6.37032591680683922e+01,6.09185689106645431e-02,2.15536390163145093e+01
1,2.09442654932510450e+01,5.36411735395132965e+01,7.79124596138784792e-02,1.26900760757662319e+01
2,3.69960491260285522e+01,7.41217759138802279e+01,4.92695221290003760e-02,1.37026964930857531e+01
1,1.13883901828955825e+01,2.58237075329544581e+01,4.35496104703768892e-03,9.84596485844632241e+00
0,1.57300597954069445e+01,3.11059489249653502e+01,1.51711814392673904e-02,1.78506883144871118e+01
2,2.51517505999337736e+01,4.37027247788379896e+01,9.62984865041610454e-03,4.41986497751996765e+01
0,3.90255112798874038e+01,1.95326713558747755e+01,7.01302824951276771e-02,2.18438145746158945e+01
0,4.24268025401165900e+01,5.05045070802868139e+01,7.33815395868088333e-02,2.12246901675333355e+01
1,7.19165072132679057e+01,3.76200963611003658e+01,2.13231858110360419e-02,7.92462259674405090e+01
0,3.21660909521809302e+01,6.17319280812763367e+01,1.00686164654833557e-02,4.85684546194452125e+01
0,1.15024713394033959e+01,6.63497312191460367e+01,7.17461714936161732e-02,5.60249157756505767e+00
1,6.78356342739815545e+01,1.68208656045127540e+01,4.52677341849958836e-02,4.06373364121467162e+01
1,1.43292854761500941e+01,7.97079232324931866e+01,7.35405179611614418e-02,3.45981150290226580e+00
2,1.65094394863559835e+01,6.48141588658031935e+01,4.59236340106631002e-02,1.08119737550367514e+01
1,7.74227201717814495e+01,6.28704545333721185e+01,5.10028373597777793e-02,2.84353559850355246e+01
0,6.27355792689850915e+01,2.70587619695895327e+01,5.28538918154418530e-02,3.74741642068828966e+01
0,3.36497941945478516e+01,2.78719294475433621e+01,7.60551355529610756e-02,2.01254167753015665e+01
0,1.92525189133436996e+01,7.14648752301393699e+01,3.31328691362365313e-02,1.17086519445094890e+01
0,3.70711401220303074e+01,1.33207452697897626e+01,4.30073008560310638e-02,2.46765634473878244e+01
0,3.37436424946121463e+01,1.84910271247406612e+01,3.41909269829753296e-02,2.92905545329776125e+01
0,7.12108841009731179e+01,5.22959166593528906e+01,3.00219606535439727e-02,5.30768720981282556e+01
0,3.93127112119828013e+01,2.65623354715382654e+01,5.41624742113252997e-02,2.79942295413926026e+01
0,1.57431504210935422e+01,4.63637247004116375e+01,1.13365407631062978e-02,2.04783290678212317e+01
0,7.48763641651010374e+01,4.71254453593742184e+01,5.82715849570211997e-02,3.38166457884325595e+01
0,5.35619354600682129e+01,3.80646614154094465e+01,1.07168133784811114e-02,1.00860411909429118e+02
0,1.81696899746701561e+01,6.59734791893857562e+01,4.63232641817967958e-02,1.15224833951070220e+01
